"intercept","env_range","lat_range","sim","fit_model","job"
-2.5,50,50,14,"youngman",5778
-4.5,10,10,15,"youngman",5779
-3.5,10,10,15,"youngman",5780
-2.5,10,10,15,"youngman",5781
-4.5,30,10,15,"youngman",5782
-3.5,30,10,15,"youngman",5783
-2.5,30,10,15,"youngman",5784
-4.5,50,10,15,"youngman",5785
-3.5,50,10,15,"youngman",5786
-2.5,50,10,15,"youngman",5787
-4.5,10,30,15,"youngman",5788
-3.5,10,30,15,"youngman",5789
-2.5,10,30,15,"youngman",5790
-4.5,30,30,15,"youngman",5791
-3.5,30,30,15,"youngman",5792
-2.5,30,30,15,"youngman",5793
-4.5,50,30,15,"youngman",5794
-3.5,50,30,15,"youngman",5795
-2.5,50,30,15,"youngman",5796
-4.5,10,50,15,"youngman",5797
-3.5,10,50,15,"youngman",5798
-2.5,10,50,15,"youngman",5799
-4.5,30,50,15,"youngman",5800
-3.5,30,50,15,"youngman",5801
-2.5,30,50,15,"youngman",5802
-4.5,50,50,15,"youngman",5803
-3.5,50,50,15,"youngman",5804
-2.5,50,50,15,"youngman",5805
-4.5,10,10,16,"youngman",5806
-3.5,10,10,16,"youngman",5807
-2.5,10,10,16,"youngman",5808
-4.5,30,10,16,"youngman",5809
-3.5,30,10,16,"youngman",5810
-2.5,30,10,16,"youngman",5811
-4.5,50,10,16,"youngman",5812
-3.5,50,10,16,"youngman",5813
-2.5,50,10,16,"youngman",5814
-4.5,10,30,16,"youngman",5815
-3.5,10,30,16,"youngman",5816
-2.5,10,30,16,"youngman",5817
-4.5,30,30,16,"youngman",5818
-3.5,30,30,16,"youngman",5819
-2.5,30,30,16,"youngman",5820
-4.5,50,30,16,"youngman",5821
-3.5,50,30,16,"youngman",5822
-2.5,50,30,16,"youngman",5823
-4.5,10,50,16,"youngman",5824
-3.5,10,50,16,"youngman",5825
-2.5,10,50,16,"youngman",5826
-4.5,30,50,16,"youngman",5827
-3.5,30,50,16,"youngman",5828
-2.5,30,50,16,"youngman",5829
-4.5,50,50,16,"youngman",5830
-3.5,50,50,16,"youngman",5831
-2.5,50,50,16,"youngman",5832
-4.5,10,10,17,"youngman",5833
-3.5,10,10,17,"youngman",5834
-2.5,10,10,17,"youngman",5835
-4.5,30,10,17,"youngman",5836
-3.5,30,10,17,"youngman",5837
-2.5,30,10,17,"youngman",5838
-4.5,50,10,17,"youngman",5839
-3.5,50,10,17,"youngman",5840
-2.5,50,10,17,"youngman",5841
-4.5,10,30,17,"youngman",5842
-3.5,10,30,17,"youngman",5843
-2.5,10,30,17,"youngman",5844
-4.5,30,30,17,"youngman",5845
-3.5,30,30,17,"youngman",5846
-2.5,30,30,17,"youngman",5847
-4.5,50,30,17,"youngman",5848
-3.5,50,30,17,"youngman",5849
-2.5,50,30,17,"youngman",5850
-4.5,10,50,17,"youngman",5851
-3.5,10,50,17,"youngman",5852
-2.5,10,50,17,"youngman",5853
-4.5,30,50,17,"youngman",5854
-3.5,30,50,17,"youngman",5855
-2.5,30,50,17,"youngman",5856
-4.5,50,50,17,"youngman",5857
-3.5,50,50,17,"youngman",5858
-2.5,50,50,17,"youngman",5859
-4.5,10,10,18,"youngman",5860
-3.5,10,10,18,"youngman",5861
-2.5,10,10,18,"youngman",5862
-4.5,30,10,18,"youngman",5863
-3.5,30,10,18,"youngman",5864
-2.5,30,10,18,"youngman",5865
-4.5,50,10,18,"youngman",5866
-3.5,50,10,18,"youngman",5867
-2.5,50,10,18,"youngman",5868
-4.5,10,30,18,"youngman",5869
-3.5,10,30,18,"youngman",5870
-2.5,10,30,18,"youngman",5871
-4.5,30,30,18,"youngman",5872
-3.5,30,30,18,"youngman",5873
-2.5,30,30,18,"youngman",5874
-4.5,50,30,18,"youngman",5875
-3.5,50,30,18,"youngman",5876
-2.5,50,30,18,"youngman",5877
-4.5,10,50,18,"youngman",5878
-3.5,10,50,18,"youngman",5879
-2.5,10,50,18,"youngman",5880
-4.5,30,50,18,"youngman",5881
-3.5,30,50,18,"youngman",5882
-2.5,30,50,18,"youngman",5883
-4.5,50,50,18,"youngman",5884
-3.5,50,50,18,"youngman",5885
-2.5,50,50,18,"youngman",5886
-4.5,10,10,19,"youngman",5887
-3.5,10,10,19,"youngman",5888
-2.5,10,10,19,"youngman",5889
-4.5,30,10,19,"youngman",5890
-3.5,30,10,19,"youngman",5891
-2.5,30,10,19,"youngman",5892
-4.5,50,10,19,"youngman",5893
-3.5,50,10,19,"youngman",5894
-2.5,50,10,19,"youngman",5895
-4.5,10,30,19,"youngman",5896
-3.5,10,30,19,"youngman",5897
-2.5,10,30,19,"youngman",5898
-4.5,30,30,19,"youngman",5899
-3.5,30,30,19,"youngman",5900
-2.5,30,30,19,"youngman",5901
-4.5,50,30,19,"youngman",5902
-3.5,50,30,19,"youngman",5903
-2.5,50,30,19,"youngman",5904
-4.5,10,50,19,"youngman",5905
-3.5,10,50,19,"youngman",5906
-2.5,10,50,19,"youngman",5907
-4.5,30,50,19,"youngman",5908
-3.5,30,50,19,"youngman",5909
-2.5,30,50,19,"youngman",5910
-4.5,50,50,19,"youngman",5911
-3.5,50,50,19,"youngman",5912
-2.5,50,50,19,"youngman",5913
-4.5,10,10,20,"youngman",5914
-3.5,10,10,20,"youngman",5915
-2.5,10,10,20,"youngman",5916
-4.5,30,10,20,"youngman",5917
-3.5,30,10,20,"youngman",5918
-2.5,30,10,20,"youngman",5919
-4.5,50,10,20,"youngman",5920
-3.5,50,10,20,"youngman",5921
-2.5,50,10,20,"youngman",5922
-4.5,10,30,20,"youngman",5923
-3.5,10,30,20,"youngman",5924
-2.5,10,30,20,"youngman",5925
-4.5,30,30,20,"youngman",5926
-3.5,30,30,20,"youngman",5927
-2.5,30,30,20,"youngman",5928
-4.5,50,30,20,"youngman",5929
-3.5,50,30,20,"youngman",5930
-2.5,50,30,20,"youngman",5931
-4.5,10,50,20,"youngman",5932
-3.5,10,50,20,"youngman",5933
-2.5,10,50,20,"youngman",5934
-4.5,30,50,20,"youngman",5935
-3.5,30,50,20,"youngman",5936
-2.5,30,50,20,"youngman",5937
-4.5,50,50,20,"youngman",5938
-3.5,50,50,20,"youngman",5939
-2.5,50,50,20,"youngman",5940
-4.5,10,10,21,"youngman",5941
-3.5,10,10,21,"youngman",5942
-2.5,10,10,21,"youngman",5943
-4.5,30,10,21,"youngman",5944
-3.5,30,10,21,"youngman",5945
-2.5,30,10,21,"youngman",5946
-4.5,50,10,21,"youngman",5947
-3.5,50,10,21,"youngman",5948
-2.5,50,10,21,"youngman",5949
-4.5,10,30,21,"youngman",5950
-3.5,10,30,21,"youngman",5951
-2.5,10,30,21,"youngman",5952
-4.5,30,30,21,"youngman",5953
-3.5,30,30,21,"youngman",5954
-2.5,30,30,21,"youngman",5955
-4.5,50,30,21,"youngman",5956
-3.5,50,30,21,"youngman",5957
-2.5,50,30,21,"youngman",5958
-4.5,10,50,21,"youngman",5959
-3.5,10,50,21,"youngman",5960
-2.5,10,50,21,"youngman",5961
-4.5,30,50,21,"youngman",5962
-3.5,30,50,21,"youngman",5963
-2.5,30,50,21,"youngman",5964
-4.5,50,50,21,"youngman",5965
-3.5,50,50,21,"youngman",5966
-2.5,50,50,21,"youngman",5967
-4.5,10,10,22,"youngman",5968
-3.5,10,10,22,"youngman",5969
-2.5,10,10,22,"youngman",5970
-4.5,30,10,22,"youngman",5971
-3.5,30,10,22,"youngman",5972
-2.5,30,10,22,"youngman",5973
-4.5,50,10,22,"youngman",5974
-3.5,50,10,22,"youngman",5975
-2.5,50,10,22,"youngman",5976
-4.5,10,30,22,"youngman",5977
-3.5,10,30,22,"youngman",5978
-2.5,10,30,22,"youngman",5979
-4.5,30,30,22,"youngman",5980
-3.5,30,30,22,"youngman",5981
-2.5,30,30,22,"youngman",5982
-4.5,50,30,22,"youngman",5983
-3.5,50,30,22,"youngman",5984
-2.5,50,30,22,"youngman",5985
-4.5,10,50,22,"youngman",5986
-3.5,10,50,22,"youngman",5987
-2.5,10,50,22,"youngman",5988
-4.5,30,50,22,"youngman",5989
-3.5,30,50,22,"youngman",5990
-2.5,30,50,22,"youngman",5991
-4.5,50,50,22,"youngman",5992
-3.5,50,50,22,"youngman",5993
-2.5,50,50,22,"youngman",5994
-4.5,10,10,23,"youngman",5995
-3.5,10,10,23,"youngman",5996
-2.5,10,10,23,"youngman",5997
-4.5,30,10,23,"youngman",5998
-3.5,30,10,23,"youngman",5999
-2.5,30,10,23,"youngman",6000
-4.5,50,10,23,"youngman",6001
-3.5,50,10,23,"youngman",6002
-2.5,50,10,23,"youngman",6003
-4.5,10,30,23,"youngman",6004
-3.5,10,30,23,"youngman",6005
-2.5,10,30,23,"youngman",6006
-4.5,30,30,23,"youngman",6007
-3.5,30,30,23,"youngman",6008
-2.5,30,30,23,"youngman",6009
-4.5,50,30,23,"youngman",6010
-3.5,50,30,23,"youngman",6011
-2.5,50,30,23,"youngman",6012
-4.5,10,50,23,"youngman",6013
-3.5,10,50,23,"youngman",6014
-2.5,10,50,23,"youngman",6015
-4.5,30,50,23,"youngman",6016
-3.5,30,50,23,"youngman",6017
-2.5,30,50,23,"youngman",6018
-4.5,50,50,23,"youngman",6019
-3.5,50,50,23,"youngman",6020
-2.5,50,50,23,"youngman",6021
-4.5,10,10,24,"youngman",6022
-3.5,10,10,24,"youngman",6023
-2.5,10,10,24,"youngman",6024
-4.5,30,10,24,"youngman",6025
-3.5,30,10,24,"youngman",6026
-2.5,30,10,24,"youngman",6027
-4.5,50,10,24,"youngman",6028
-3.5,50,10,24,"youngman",6029
-2.5,50,10,24,"youngman",6030
-4.5,10,30,24,"youngman",6031
-3.5,10,30,24,"youngman",6032
-2.5,10,30,24,"youngman",6033
-4.5,30,30,24,"youngman",6034
-3.5,30,30,24,"youngman",6035
-2.5,30,30,24,"youngman",6036
-4.5,50,30,24,"youngman",6037
-3.5,50,30,24,"youngman",6038
-2.5,50,30,24,"youngman",6039
-4.5,10,50,24,"youngman",6040
-3.5,10,50,24,"youngman",6041
-2.5,10,50,24,"youngman",6042
-4.5,30,50,24,"youngman",6043
-3.5,30,50,24,"youngman",6044
-2.5,30,50,24,"youngman",6045
-4.5,50,50,24,"youngman",6046
-3.5,50,50,24,"youngman",6047
-2.5,50,50,24,"youngman",6048
-4.5,10,10,25,"youngman",6049
-3.5,10,10,25,"youngman",6050
-2.5,10,10,25,"youngman",6051
-4.5,30,10,25,"youngman",6052
-3.5,30,10,25,"youngman",6053
-2.5,30,10,25,"youngman",6054
-4.5,50,10,25,"youngman",6055
-3.5,50,10,25,"youngman",6056
-2.5,50,10,25,"youngman",6057
-4.5,10,30,25,"youngman",6058
-3.5,10,30,25,"youngman",6059
-2.5,10,30,25,"youngman",6060
-4.5,30,30,25,"youngman",6061
-3.5,30,30,25,"youngman",6062
-2.5,30,30,25,"youngman",6063
-4.5,50,30,25,"youngman",6064
-3.5,50,30,25,"youngman",6065
-2.5,50,30,25,"youngman",6066
-4.5,10,50,25,"youngman",6067
-3.5,10,50,25,"youngman",6068
-2.5,10,50,25,"youngman",6069
-4.5,30,50,25,"youngman",6070
-3.5,30,50,25,"youngman",6071
-2.5,30,50,25,"youngman",6072
-4.5,50,50,25,"youngman",6073
-3.5,50,50,25,"youngman",6074
-2.5,50,50,25,"youngman",6075
-4.5,10,10,26,"youngman",6076
-3.5,10,10,26,"youngman",6077
-2.5,10,10,26,"youngman",6078
-4.5,30,10,26,"youngman",6079
-3.5,30,10,26,"youngman",6080
-2.5,30,10,26,"youngman",6081
-4.5,50,10,26,"youngman",6082
-3.5,50,10,26,"youngman",6083
-2.5,50,10,26,"youngman",6084
-4.5,10,30,26,"youngman",6085
-3.5,10,30,26,"youngman",6086
-2.5,10,30,26,"youngman",6087
-4.5,30,30,26,"youngman",6088
-3.5,30,30,26,"youngman",6089
-2.5,30,30,26,"youngman",6090
-4.5,50,30,26,"youngman",6091
-3.5,50,30,26,"youngman",6092
-2.5,50,30,26,"youngman",6093
-4.5,10,50,26,"youngman",6094
-3.5,10,50,26,"youngman",6095
-2.5,10,50,26,"youngman",6096
-4.5,30,50,26,"youngman",6097
-3.5,30,50,26,"youngman",6098
-2.5,30,50,26,"youngman",6099
-4.5,50,50,26,"youngman",6100
-3.5,50,50,26,"youngman",6101
-2.5,50,50,26,"youngman",6102
-4.5,10,10,27,"youngman",6103
-3.5,10,10,27,"youngman",6104
-2.5,10,10,27,"youngman",6105
-4.5,30,10,27,"youngman",6106
-3.5,30,10,27,"youngman",6107
-2.5,30,10,27,"youngman",6108
-4.5,50,10,27,"youngman",6109
-3.5,50,10,27,"youngman",6110
-2.5,50,10,27,"youngman",6111
-4.5,10,30,27,"youngman",6112
-3.5,10,30,27,"youngman",6113
-2.5,10,30,27,"youngman",6114
-4.5,30,30,27,"youngman",6115
-3.5,30,30,27,"youngman",6116
-2.5,30,30,27,"youngman",6117
-4.5,50,30,27,"youngman",6118
-3.5,50,30,27,"youngman",6119
-2.5,50,30,27,"youngman",6120
-4.5,10,50,27,"youngman",6121
-3.5,10,50,27,"youngman",6122
-2.5,10,50,27,"youngman",6123
-4.5,30,50,27,"youngman",6124
-3.5,30,50,27,"youngman",6125
-2.5,30,50,27,"youngman",6126
-4.5,50,50,27,"youngman",6127
-3.5,50,50,27,"youngman",6128
-2.5,50,50,27,"youngman",6129
-4.5,10,10,28,"youngman",6130
-3.5,10,10,28,"youngman",6131
-2.5,10,10,28,"youngman",6132
-4.5,30,10,28,"youngman",6133
-3.5,30,10,28,"youngman",6134
-2.5,30,10,28,"youngman",6135
-4.5,50,10,28,"youngman",6136
-3.5,50,10,28,"youngman",6137
-2.5,50,10,28,"youngman",6138
-4.5,10,30,28,"youngman",6139
-3.5,10,30,28,"youngman",6140
-2.5,10,30,28,"youngman",6141
-4.5,30,30,28,"youngman",6142
-3.5,30,30,28,"youngman",6143
-2.5,30,30,28,"youngman",6144
-4.5,50,30,28,"youngman",6145
-3.5,50,30,28,"youngman",6146
-2.5,50,30,28,"youngman",6147
-4.5,10,50,28,"youngman",6148
-3.5,10,50,28,"youngman",6149
-2.5,10,50,28,"youngman",6150
-4.5,30,50,28,"youngman",6151
-3.5,30,50,28,"youngman",6152
-2.5,30,50,28,"youngman",6153
-4.5,50,50,28,"youngman",6154
-3.5,50,50,28,"youngman",6155
-2.5,50,50,28,"youngman",6156
-4.5,10,10,29,"youngman",6157
-3.5,10,10,29,"youngman",6158
-2.5,10,10,29,"youngman",6159
-4.5,30,10,29,"youngman",6160
-3.5,30,10,29,"youngman",6161
-2.5,30,10,29,"youngman",6162
-4.5,50,10,29,"youngman",6163
-3.5,50,10,29,"youngman",6164
-2.5,50,10,29,"youngman",6165
-4.5,10,30,29,"youngman",6166
-3.5,10,30,29,"youngman",6167
-2.5,10,30,29,"youngman",6168
-4.5,30,30,29,"youngman",6169
-3.5,30,30,29,"youngman",6170
-2.5,30,30,29,"youngman",6171
-4.5,50,30,29,"youngman",6172
-3.5,50,30,29,"youngman",6173
-2.5,50,30,29,"youngman",6174
-4.5,10,50,29,"youngman",6175
-3.5,10,50,29,"youngman",6176
-2.5,10,50,29,"youngman",6177
-4.5,30,50,29,"youngman",6178
-3.5,30,50,29,"youngman",6179
-2.5,30,50,29,"youngman",6180
-4.5,50,50,29,"youngman",6181
-3.5,50,50,29,"youngman",6182
-2.5,50,50,29,"youngman",6183
-4.5,10,10,30,"youngman",6184
-3.5,10,10,30,"youngman",6185
-2.5,10,10,30,"youngman",6186
-4.5,30,10,30,"youngman",6187
-3.5,30,10,30,"youngman",6188
-2.5,30,10,30,"youngman",6189
-4.5,50,10,30,"youngman",6190
-3.5,50,10,30,"youngman",6191
-2.5,50,10,30,"youngman",6192
-4.5,10,30,30,"youngman",6193
-3.5,10,30,30,"youngman",6194
-2.5,10,30,30,"youngman",6195
-4.5,30,30,30,"youngman",6196
-3.5,30,30,30,"youngman",6197
-2.5,30,30,30,"youngman",6198
-4.5,50,30,30,"youngman",6199
-3.5,50,30,30,"youngman",6200
-2.5,50,30,30,"youngman",6201
-4.5,10,50,30,"youngman",6202
-3.5,10,50,30,"youngman",6203
-2.5,10,50,30,"youngman",6204
-4.5,30,50,30,"youngman",6205
-3.5,30,50,30,"youngman",6206
-2.5,30,50,30,"youngman",6207
-4.5,50,50,30,"youngman",6208
-3.5,50,50,30,"youngman",6209
-2.5,50,50,30,"youngman",6210
-4.5,10,10,31,"youngman",6211
-3.5,10,10,31,"youngman",6212
-2.5,10,10,31,"youngman",6213
-4.5,30,10,31,"youngman",6214
-3.5,30,10,31,"youngman",6215
-2.5,30,10,31,"youngman",6216
-4.5,50,10,31,"youngman",6217
-3.5,50,10,31,"youngman",6218
-2.5,50,10,31,"youngman",6219
-4.5,10,30,31,"youngman",6220
-3.5,10,30,31,"youngman",6221
-2.5,10,30,31,"youngman",6222
-4.5,30,30,31,"youngman",6223
-3.5,30,30,31,"youngman",6224
-2.5,30,30,31,"youngman",6225
-4.5,50,30,31,"youngman",6226
-3.5,50,30,31,"youngman",6227
-2.5,50,30,31,"youngman",6228
-4.5,10,50,31,"youngman",6229
-3.5,10,50,31,"youngman",6230
-2.5,10,50,31,"youngman",6231
-4.5,30,50,31,"youngman",6232
-3.5,30,50,31,"youngman",6233
-2.5,30,50,31,"youngman",6234
-4.5,50,50,31,"youngman",6235
-3.5,50,50,31,"youngman",6236
-2.5,50,50,31,"youngman",6237
-4.5,10,10,32,"youngman",6238
-3.5,10,10,32,"youngman",6239
-2.5,10,10,32,"youngman",6240
-4.5,30,10,32,"youngman",6241
-3.5,30,10,32,"youngman",6242
-2.5,30,10,32,"youngman",6243
-4.5,50,10,32,"youngman",6244
-3.5,50,10,32,"youngman",6245
-2.5,50,10,32,"youngman",6246
-4.5,10,30,32,"youngman",6247
-3.5,10,30,32,"youngman",6248
-2.5,10,30,32,"youngman",6249
-4.5,30,30,32,"youngman",6250
-3.5,30,30,32,"youngman",6251
-2.5,30,30,32,"youngman",6252
-4.5,50,30,32,"youngman",6253
-3.5,50,30,32,"youngman",6254
-2.5,50,30,32,"youngman",6255
-4.5,10,50,32,"youngman",6256
-3.5,10,50,32,"youngman",6257
-2.5,10,50,32,"youngman",6258
-4.5,30,50,32,"youngman",6259
-3.5,30,50,32,"youngman",6260
-2.5,30,50,32,"youngman",6261
-4.5,50,50,32,"youngman",6262
-3.5,50,50,32,"youngman",6263
-2.5,50,50,32,"youngman",6264
-4.5,10,10,33,"youngman",6265
-3.5,10,10,33,"youngman",6266
-2.5,10,10,33,"youngman",6267
-4.5,30,10,33,"youngman",6268
-3.5,30,10,33,"youngman",6269
-2.5,30,10,33,"youngman",6270
-4.5,50,10,33,"youngman",6271
-3.5,50,10,33,"youngman",6272
-2.5,50,10,33,"youngman",6273
-4.5,10,30,33,"youngman",6274
-3.5,10,30,33,"youngman",6275
-2.5,10,30,33,"youngman",6276
-4.5,30,30,33,"youngman",6277
-3.5,30,30,33,"youngman",6278
-2.5,30,30,33,"youngman",6279
-4.5,50,30,33,"youngman",6280
-3.5,50,30,33,"youngman",6281
-2.5,50,30,33,"youngman",6282
-4.5,10,50,33,"youngman",6283
-3.5,10,50,33,"youngman",6284
-2.5,10,50,33,"youngman",6285
-4.5,30,50,33,"youngman",6286
-3.5,30,50,33,"youngman",6287
-2.5,30,50,33,"youngman",6288
-4.5,50,50,33,"youngman",6289
-3.5,50,50,33,"youngman",6290
-2.5,50,50,33,"youngman",6291
-4.5,10,10,34,"youngman",6292
-3.5,10,10,34,"youngman",6293
-2.5,10,10,34,"youngman",6294
-4.5,30,10,34,"youngman",6295
-3.5,30,10,34,"youngman",6296
-2.5,30,10,34,"youngman",6297
-4.5,50,10,34,"youngman",6298
-3.5,50,10,34,"youngman",6299
-2.5,50,10,34,"youngman",6300
-4.5,10,30,34,"youngman",6301
-3.5,10,30,34,"youngman",6302
-2.5,10,30,34,"youngman",6303
-4.5,30,30,34,"youngman",6304
-3.5,30,30,34,"youngman",6305
-2.5,30,30,34,"youngman",6306
-4.5,50,30,34,"youngman",6307
-3.5,50,30,34,"youngman",6308
-2.5,50,30,34,"youngman",6309
-4.5,10,50,34,"youngman",6310
-3.5,10,50,34,"youngman",6311
-2.5,10,50,34,"youngman",6312
-4.5,30,50,34,"youngman",6313
-3.5,30,50,34,"youngman",6314
-2.5,30,50,34,"youngman",6315
-4.5,50,50,34,"youngman",6316
-3.5,50,50,34,"youngman",6317
-2.5,50,50,34,"youngman",6318
-4.5,10,10,35,"youngman",6319
-3.5,10,10,35,"youngman",6320
-2.5,10,10,35,"youngman",6321
-4.5,30,10,35,"youngman",6322
-3.5,30,10,35,"youngman",6323
-2.5,30,10,35,"youngman",6324
-4.5,50,10,35,"youngman",6325
-3.5,50,10,35,"youngman",6326
-2.5,50,10,35,"youngman",6327
-4.5,10,30,35,"youngman",6328
-3.5,10,30,35,"youngman",6329
-2.5,10,30,35,"youngman",6330
-4.5,30,30,35,"youngman",6331
-3.5,30,30,35,"youngman",6332
-2.5,30,30,35,"youngman",6333
-4.5,50,30,35,"youngman",6334
-3.5,50,30,35,"youngman",6335
-2.5,50,30,35,"youngman",6336
-4.5,10,50,35,"youngman",6337
-3.5,10,50,35,"youngman",6338
-2.5,10,50,35,"youngman",6339
-4.5,30,50,35,"youngman",6340
-3.5,30,50,35,"youngman",6341
-2.5,30,50,35,"youngman",6342
-4.5,50,50,35,"youngman",6343
-3.5,50,50,35,"youngman",6344
-2.5,50,50,35,"youngman",6345
-4.5,10,10,36,"youngman",6346
-3.5,10,10,36,"youngman",6347
-2.5,10,10,36,"youngman",6348
-4.5,30,10,36,"youngman",6349
-3.5,30,10,36,"youngman",6350
-2.5,30,10,36,"youngman",6351
-4.5,50,10,36,"youngman",6352
-3.5,50,10,36,"youngman",6353
-2.5,50,10,36,"youngman",6354
-4.5,10,30,36,"youngman",6355
-3.5,10,30,36,"youngman",6356
-2.5,10,30,36,"youngman",6357
-4.5,30,30,36,"youngman",6358
-3.5,30,30,36,"youngman",6359
-2.5,30,30,36,"youngman",6360
-4.5,50,30,36,"youngman",6361
-3.5,50,30,36,"youngman",6362
-2.5,50,30,36,"youngman",6363
-4.5,10,50,36,"youngman",6364
-3.5,10,50,36,"youngman",6365
-2.5,10,50,36,"youngman",6366
-4.5,30,50,36,"youngman",6367
-3.5,30,50,36,"youngman",6368
-2.5,30,50,36,"youngman",6369
-4.5,50,50,36,"youngman",6370
-3.5,50,50,36,"youngman",6371
-2.5,50,50,36,"youngman",6372
-4.5,10,10,37,"youngman",6373
-3.5,10,10,37,"youngman",6374
-2.5,10,10,37,"youngman",6375
-4.5,30,10,37,"youngman",6376
-3.5,30,10,37,"youngman",6377
-2.5,30,10,37,"youngman",6378
-4.5,50,10,37,"youngman",6379
-3.5,50,10,37,"youngman",6380
-2.5,50,10,37,"youngman",6381
-4.5,10,30,37,"youngman",6382
-3.5,10,30,37,"youngman",6383
-2.5,10,30,37,"youngman",6384
-4.5,30,30,37,"youngman",6385
-3.5,30,30,37,"youngman",6386
-2.5,30,30,37,"youngman",6387
-4.5,50,30,37,"youngman",6388
-3.5,50,30,37,"youngman",6389
-2.5,50,30,37,"youngman",6390
-4.5,10,50,37,"youngman",6391
-3.5,10,50,37,"youngman",6392
-2.5,10,50,37,"youngman",6393
-4.5,30,50,37,"youngman",6394
-3.5,30,50,37,"youngman",6395
-2.5,30,50,37,"youngman",6396
-4.5,50,50,37,"youngman",6397
-3.5,50,50,37,"youngman",6398
-2.5,50,50,37,"youngman",6399
-4.5,10,10,38,"youngman",6400
-3.5,10,10,38,"youngman",6401
-2.5,10,10,38,"youngman",6402
-4.5,30,10,38,"youngman",6403
-3.5,30,10,38,"youngman",6404
-2.5,30,10,38,"youngman",6405
-4.5,50,10,38,"youngman",6406
-3.5,50,10,38,"youngman",6407
-2.5,50,10,38,"youngman",6408
-4.5,10,30,38,"youngman",6409
-3.5,10,30,38,"youngman",6410
-2.5,10,30,38,"youngman",6411
-4.5,30,30,38,"youngman",6412
-3.5,30,30,38,"youngman",6413
-2.5,30,30,38,"youngman",6414
-4.5,50,30,38,"youngman",6415
-3.5,50,30,38,"youngman",6416
-2.5,50,30,38,"youngman",6417
-4.5,10,50,38,"youngman",6418
-3.5,10,50,38,"youngman",6419
-2.5,10,50,38,"youngman",6420
-4.5,30,50,38,"youngman",6421
-3.5,30,50,38,"youngman",6422
-2.5,30,50,38,"youngman",6423
-4.5,50,50,38,"youngman",6424
-3.5,50,50,38,"youngman",6425
-2.5,50,50,38,"youngman",6426
-4.5,10,10,39,"youngman",6427
-3.5,10,10,39,"youngman",6428
-2.5,10,10,39,"youngman",6429
-4.5,30,10,39,"youngman",6430
-3.5,30,10,39,"youngman",6431
-2.5,30,10,39,"youngman",6432
-4.5,50,10,39,"youngman",6433
-3.5,50,10,39,"youngman",6434
-2.5,50,10,39,"youngman",6435
-4.5,10,30,39,"youngman",6436
-3.5,10,30,39,"youngman",6437
-2.5,10,30,39,"youngman",6438
-4.5,30,30,39,"youngman",6439
-3.5,30,30,39,"youngman",6440
-2.5,30,30,39,"youngman",6441
-4.5,50,30,39,"youngman",6442
-3.5,50,30,39,"youngman",6443
-2.5,50,30,39,"youngman",6444
-4.5,10,50,39,"youngman",6445
-3.5,10,50,39,"youngman",6446
-2.5,10,50,39,"youngman",6447
-4.5,30,50,39,"youngman",6448
-3.5,30,50,39,"youngman",6449
-2.5,30,50,39,"youngman",6450
-4.5,50,50,39,"youngman",6451
-3.5,50,50,39,"youngman",6452
-2.5,50,50,39,"youngman",6453
-4.5,10,10,40,"youngman",6454
-3.5,10,10,40,"youngman",6455
-2.5,10,10,40,"youngman",6456
-4.5,30,10,40,"youngman",6457
-3.5,30,10,40,"youngman",6458
-2.5,30,10,40,"youngman",6459
-4.5,50,10,40,"youngman",6460
-3.5,50,10,40,"youngman",6461
-2.5,50,10,40,"youngman",6462
-4.5,10,30,40,"youngman",6463
-3.5,10,30,40,"youngman",6464
-2.5,10,30,40,"youngman",6465
-4.5,30,30,40,"youngman",6466
-3.5,30,30,40,"youngman",6467
-2.5,30,30,40,"youngman",6468
-4.5,50,30,40,"youngman",6469
-3.5,50,30,40,"youngman",6470
-2.5,50,30,40,"youngman",6471
-4.5,10,50,40,"youngman",6472
-3.5,10,50,40,"youngman",6473
-2.5,10,50,40,"youngman",6474
-4.5,30,50,40,"youngman",6475
-3.5,30,50,40,"youngman",6476
-2.5,30,50,40,"youngman",6477
-4.5,50,50,40,"youngman",6478
-3.5,50,50,40,"youngman",6479
-2.5,50,50,40,"youngman",6480
-4.5,10,10,41,"youngman",6481
-3.5,10,10,41,"youngman",6482
-2.5,10,10,41,"youngman",6483
-4.5,30,10,41,"youngman",6484
-3.5,30,10,41,"youngman",6485
-2.5,30,10,41,"youngman",6486
-4.5,50,10,41,"youngman",6487
-3.5,50,10,41,"youngman",6488
-2.5,50,10,41,"youngman",6489
-4.5,10,30,41,"youngman",6490
-3.5,10,30,41,"youngman",6491
-2.5,10,30,41,"youngman",6492
-4.5,30,30,41,"youngman",6493
-3.5,30,30,41,"youngman",6494
-2.5,30,30,41,"youngman",6495
-4.5,50,30,41,"youngman",6496
-3.5,50,30,41,"youngman",6497
-2.5,50,30,41,"youngman",6498
-4.5,10,50,41,"youngman",6499
-3.5,10,50,41,"youngman",6500
-2.5,10,50,41,"youngman",6501
-4.5,30,50,41,"youngman",6502
-3.5,30,50,41,"youngman",6503
-2.5,30,50,41,"youngman",6504
-4.5,50,50,41,"youngman",6505
-3.5,50,50,41,"youngman",6506
-2.5,50,50,41,"youngman",6507
-4.5,10,10,42,"youngman",6508
-3.5,10,10,42,"youngman",6509
-2.5,10,10,42,"youngman",6510
-4.5,30,10,42,"youngman",6511
-3.5,30,10,42,"youngman",6512
